Jaime Luis Sánchez Caldera,Mercantil Banco Universal,Edgar Jesus Arteaga Gomez,Fabi DV,Manuel Jose Gómez Medina,Flor M De Calderon,Milagros Avila
"Y como puedo desbloquear la clave internet llevo 3  meses tratando y no e podido porque no a rota el ingreso y si no voy a tener q cerrar esa cuenta después de 23años en el banco dicen q no pueden hacer nada y si no logro hacerlo a todos les diré lo in…
                                 
                                  Ver más",Autor,"Hola ! Buenas tardes ! Una pregunta, disculpen si esta fuera de orden, el único procedimiento para actualizar mi nuevo número teléfono es ir a la sede física del banco ?",Buenas tardes deberían también colocar la opción para el cambio de clave de la tarjeta ya q estamos pasando por lo del virus y los cajeros pues no funcionan así sería más fácil para uno cuando se vensa la clave uno la cambia vía internet,Buenas tardes como puedo abrir una cuenta en dólares,Aumenten las tarjetas  de credito,"Cuando dice clave invalida, es que esta vencida?? Se puede cambiar por internet o se debe ir al bco? Gracias"
